SMILES,T1,T2,T3,T4,T5,K1,K2,K3,K4,K5,Intercept,Coefficients
C[Si](C)(C)O[Si](C)(C)C,204.93,283.4475,361.96500000000003,440.4825,519.0,0.113590792,0.103728994,0.09386719600000001,0.08400539800000001,0.07414360000000002,-2.959224677148355,202.7540237
C[Si](C)(C)N[Si](C)(C)C,293.15,319.65,346.15,372.65,399.15,0.09536001250000002,0.08957638750000002,0.08379276250000002,0.07800913750000002,0.07222551250000002,-3.480209757363154,343.55025816
CC(S)(C)CC(C)(C)C,199.0,256.4125,313.825,371.23749999999995,428.65,0.13962658,0.12799595574999997,0.11636533149999999,0.10473470725,0.09310408299999999,-2.80896550779307,198.02791209
CC(C)=CC(C)(C)C,166.84,219.645,272.45,325.255,378.06,0.13478282,0.1234561475,0.112129475,0.1008028025,0.08947613,-2.819129142741749,164.11157765
C=C(C)CC(C)(C)C,179.7,228.42249999999999,277.145,325.86749999999995,374.59,0.13135901,0.12080084425000001,0.11024267850000001,0.09968451275000001,0.08912634700000001,-2.857158889865793,173.88803883
CCc1c(C)cc(C)c(C)c1,260.15,332.5725,404.995,477.4175,549.84,0.1287398295,0.115235205925,0.10173058234999999,0.08822595877499999,0.07472133519999999,-3.199589600142426,354.69014538
c1(C)c(C)c(CC)c(C)cc1,260.15,334.5725,408.995,483.4175,557.84,0.1305807915,0.116783604225,0.10298641694999999,0.08918922967499998,0.07539204239999998,-3.18193853823235,355.57449144
c1(C)c(C)c(C)c(CC)cc1,260.15,335.6525,411.155,486.65749999999997,562.16,0.1319955885,0.117996669975,0.10399775145000001,0.08999883292500001,0.07599991440000001,-3.169292300417682,356.047176
C=C(C)C(C)(C)C,163.3,210.235,257.17,304.105,351.04,0.13886173999999998,0.127963433,0.11706512599999999,0.10616681899999998,0.09526851199999999,-2.756307378881197,150.88504827
n1c(C)cc(C)cc1(C),228.96,290.0075,351.055,412.10249999999996,473.15,0.16172818239999998,0.14811092705,0.13449367169999998,0.12087641635,0.10725916099999999,-2.705213532142555,236.16970952
COP(=O)(OC)OC,227.0,287.8375,348.675,409.51250000000005,470.35,0.13318397,0.12327414962500001,0.11336432925,0.10345450887499999,0.0935446885,-2.773081516999877,200.17014684
COB(OC)OC,239.15,264.8,290.45,316.1,341.75,0.1428131571185,0.135162251264,0.1271779102865,0.11886013418599999,0.11020892296250001,-2.891470397745043,237.97724914
COC(=O)C1=C(C(=O)OC)C=C(C(=O)OC)C=C1,261.15,352.5875,444.025,535.4625,626.9,0.157584784,0.14114066400000003,0.124696544,0.108252424,0.09180830400000001,-2.878897920630217,334.97609164
C=C[Si](OC)(OC)OC,176.15,242.8525,309.555,376.25749999999994,442.96,0.1894631685,0.167997636975,0.14653210545,0.12506657392500004,0.10360104240000001,-2.779582041702364,250.16545882
[Si](OC)(OC)(OC)CCCS,200.0,271.7875,343.575,415.36249999999995,487.15,0.20736019999999997,0.18587607841685078,0.16482902051740309,0.14421902630165703,0.12404609576961247,-2.54252026291655,240.81311058
CC(C)C[Al](CC(C)C)CC(C)C,277.45,333.8375,390.225,446.6125,503.0,0.10041731509708,0.0927705405983075,0.08457708696387001,0.0758369541937675,0.066550142288,-3.323260999464401,322.56295886
CCCCCCCOC(=O)c1cc(C(=O)OCCCCCCC)ccc1(C(=O)OCCCCCCC),338.9,429.125,519.3499999999999,609.5749999999999,699.8,0.12402166700000002,0.10913724875000001,0.09425283050000002,0.07936841225000002,0.06448399400000002,-3.501473487414119,567.07468093
FC(CC[Si](Cl)(Cl)C)(F)F,204.7,265.865,327.03,388.195,449.36,0.128144584,0.1144876628,0.10083074160000001,0.0871738204,0.0735168992,-3.191194338208149,279.94267961
FC(F)(F)C(=O)O,257.9,279.66249999999997,301.42499999999995,323.1875,344.95,0.17972569200000005,0.17018240050000005,0.16063910900000003,0.1510958175,0.141552526,-2.733667326416742,270.84733961
P(OCC)(OCC)OCC,150.0,219.6625,289.325,358.98749999999995,428.65,0.1318975,0.12065745562499999,0.10941741124999999,0.098177366875,0.0869373225,-2.738590572566094,141.95098597
CC[Ga](CC)CC,190.85,246.92499999999998,303.0,359.075,415.15,0.15907879639333,0.14618193705103252,0.132283823492,0.11738445571623249,0.10148383372373,-2.769104360093512,215.28903579
NCCNCCNCCN,285.15,350.15,415.15,480.15,545.15,0.19379280000000004,0.17767280000000002,0.16155280000000002,0.14543280000000003,0.12931280000000003,-2.580904929902137,304.87976167
OCCOCCOCCOC,229.15,298.6125,368.075,437.5375,507.0,0.1886394495,0.16922676462500003,0.14981407975000002,0.13040139487500002,0.11098871000000002,-2.745492624800967,297.53579555
CCOCCOCCOCCO,254.45,323.125,391.79999999999995,460.47499999999997,529.15,0.179171275,0.1605946875,0.1420181,0.1234415125,0.104864925,-2.867929327289725,344.43452589
CCCCOCCOCCOCCO,225.75,307.1,388.45,469.79999999999995,551.15,0.17789445999999998,0.15798648799999998,0.13807851599999998,0.118170544,0.09826257199999999,-2.846315553617794,317.62699987
c1(CC)cc(CC)cc(CC)c1,206.74,277.3175,347.895,418.4725,489.05,0.134078485,0.121392179375,0.10870587375,0.096019568125,0.0833332625,-2.926082099605218,233.47862024
c1(CC)c(CC)cc(CC)cc1,195.15,269.15,343.15,417.15,491.15,0.1379566835,0.12470254350000001,0.11144840350000002,0.0981942635,0.0849401235,-2.876349098211455,220.80801698
c1(CC)c(CC)c(CC)ccc1,215.0,283.925,352.85,421.775,490.7,0.1372325,0.1245158375,0.11179917499999999,0.0990825125,0.08636585,-2.902974447874787,239.34683816
CCOP(=O)(OCC)OCC,216.65,284.525,352.4,420.275,488.15,0.122097997,0.11260771450000001,0.10311743200000001,0.0936271495,0.084136867,-2.846545375599424,193.5671743
CC[Al](CC)CC,220.65,282.275,343.9,405.525,467.15,0.15988960000000002,0.1465786,0.1332676,0.11995660000000002,0.10664560000000002,-2.685515112336457,221.36124748
CCOC(OCC)OCC,197.05,252.575,308.1,363.625,419.15,0.12864365300000002,0.11713109950000002,0.10561854600000001,0.09410599250000001,0.08259343900000002,-2.980119820178162,216.43174903
[Si](OCC)(OCC)(OCC)CCCS,210.0,282.2,354.4,426.6,498.8,0.18984953996999998,0.169928330168628,0.15002434046291202,0.130137570852852,0.110268021338448,-2.706419158715586,271.82059057
c1ccccc1(CCCCCCCCCCCCC),283.15,365.96999999999997,448.78999999999996,531.6099999999999,614.43,0.13110447700000002,0.11748721260000002,0.10386994820000002,0.09025268380000002,0.07663541940000002,-3.140542034385928,375.74486474
CCCCCCCCCCCCC=O,323.78,377.87249999999995,431.965,486.0575,540.15,0.14604631640000001,0.13395015155,0.12185398670000001,0.10975782185,0.09766165700000001,-3.031581625106575,391.80843458
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,180.15,229.4625,278.775,328.0875,377.4,0.0753935395,0.06754940012499999,0.05970526075,0.051861121375000006,0.044016982,-3.731204367467084,244.02750635
P(=O)(Oc1c(C)cccc1)(Oc1c(C)cccc1)Oc1c(C)cccc1,245.65,355.025,464.4,573.775,683.15,0.137566668,0.12583291800000002,0.11409916800000001,0.10236541800000001,0.09063166800000001,-2.708168707504313,233.47270894
ClC(Cl)(F)C(F)(F)Cl,236.92,292.69,348.46,404.23,460.0,0.08707899159999999,0.0752406937,0.0634023958,0.051564097899999994,0.03972579999999999,-4.248731887149732,499.25679714
ClC(Cl)(Cl)C(F)(F)F,287.52,312.255,336.99,361.72499999999997,386.46,0.0784695824,0.07316070935,0.0678518363,0.06254296325000001,0.057234090200000004,-3.877926072282981,396.94847037
C(Cl)C(Cl)C(Cl),258.45,322.7375,387.025,451.3125,515.6,0.11585055,0.1042145125,0.092578475,0.08094243749999999,0.06930639999999999,-3.301036439317695,343.57203376
C(Cl)=C(Cl)Cl,188.4,231.32500000000002,274.25,317.175,360.1,0.14697559999999998,0.134484425,0.12199325,0.10950207499999999,0.0970109,-2.883264522651799,207.07988674
C(Cl)(Cl)CCl,236.5,297.875,359.25,420.625,482.0,0.148192095,0.13285018625,0.11750827749999998,0.10216636874999999,0.08682445999999998,-3.077325565387905,323.28611379
C(Cl)(Cl)(Cl)C,243.1,303.1125,363.125,423.1375,483.15,0.112148843,0.10017814962499999,0.08820745625,0.076236762875,0.06426606950000001,-3.435247140434047,352.2291977
c1(Cl)c(Cl)cc(Cl)cc1,290.15,339.15,388.15,437.15,486.15,0.11261267550000001,0.10718200550000001,0.10175133550000001,0.09632066550000001,0.09088999550000001,-2.765262783472382,182.83018794
