T1_true,T1_pred,T2_true,T2_pred,T3_true,T3_pred,T4_true,T4_pred,T5_true,T5_pred
8.177072141,6.98928497274287,11.15316957,10.3619703328272,12.97977677,12.5761674278638,14.22230161,14.1412842877671,15.18198479,15.3062438546132
1.877655068,1.14399331052566,8.895470282,8.00150421988274,12.1500671,11.5894066751694,14.01247493,13.7959356901003,15.27878911,15.2900716289523
2.984240134,7.36061142868609,8.400737705,10.7619173056494,11.48702575,12.9754819143806,13.41747432,14.5309692811885,14.78666819,15.6838652697459
-1.748804274,-2.51187480743547,7.028880946,5.80568881430485,11.08171858,10.4249475002754,13.35130285,13.3638827124221,14.89119534,15.398260395131
-2.943804251,-1.69209958468595,6.216318258,6.24760552965639,10.52296222,10.5066476050498,12.89961169,13.1628281846419,14.45266923,14.9776850322163
0.701828371,0.155893004697699,8.05970044,7.46695438529854,11.63016396,11.2825340018351,13.71455697,13.6258122786799,15.17131994,15.2111401301424
-8.366699427,-8.11562733194123,5.662244654,5.15986724392554,10.83904086,10.6080552241008,13.39645381,13.5753371684619,14.96583142,15.4420140581951
1.07256602,-0.0964078831517057,8.811534885,7.7547903611754,12.17573926,11.610865808851,14.0555617,13.902731717718,15.3126081,15.4216778808112
-2.892530766,-0.91618994748071,6.417424523,6.95021458243298,10.62515963,11.1547766813406,12.95545407,13.7716356411731,14.50957732,15.5572789215452
-2.186015061,0.000923200661581802,7.885010054,8.1348988198718,11.93311971,12.0493364857337,13.95605181,14.3513671373982,15.29763769,15.8670982554698
3.323742544,1.686070252362,9.242418169,7.94091897177106,12.19248723,11.3933484366498,13.94200718,13.5820562555669,15.17289091,15.0935517967573
-10.66143899,-10.5731266346389,5.509801878,4.50494822262619,10.84915297,10.3969670014596,13.40271274,13.5375164422358,14.99388859,15.4890969609529
-10.82141336,-10.1510953789906,5.035146542,4.61272358171093,10.62873371,10.4543823718423,13.3167877,13.5849595550894,14.92657829,15.5362943621187
-5.226470536,-3.94015338782106,5.819770863,5.83271618821129,10.54933288,10.5877314299844,13.02998422,13.4000393010873,14.59909242,15.2582479724342
-3.892235524,-3.77830409206458,6.263360075,5.787010127465,10.72996828,10.4638448212058,13.14031857,13.2369752655671,14.70200089,15.0721923950274
-4.09253457,-4.79167400780283,6.17358169,4.96138455944005,10.70263294,9.88717155549483,13.12542428,12.8586042100072,14.72215491,14.8462464874841
-2.794924559,-1.18064271050486,6.917923037,6.93052513973088,11.24833963,11.0674798904421,13.56105556,13.5763224205342,15.03781432,15.2601510814745
-0.825784527,-0.737298377811381,7.582430973,7.13097817126052,11.49561991,11.2498150851668,13.67021898,13.783582999082,15.12573348,15.4996196743406
1.334097381,1.30780363313574,8.649723867,8.00572203329405,12.17216958,11.5621394957163,14.15402152,13.7673768358944,15.40924786,15.2685285414581
-15.65994439,-15.7344366169754,2.136072725,0.739336753536906,9.039356191,8.31935380376455,12.36789014,12.676969354709,14.32816651,15.5068152704895
-2.240704324,-0.806126287534822,6.982435097,7.30508465870921,11.14826831,11.3879433206669,13.41143146,13.8464533340707,14.84688201,15.4891388504202
-6.360191875,-5.86713776002449,6.000394541,5.52574697607311,10.91307879,10.6275430048568,13.40572333,13.5216860926607,14.95355187,15.3862323809964
-0.570378941,0.346109101584824,7.394737103,7.4255018093043,11.23080213,11.2510318631595,13.39912866,13.6468234709491,14.84362885,15.2882013110741
1.310584849,1.7425184996702,8.274935906,8.18366874857667,11.69498105,11.6826711787941,13.70091261,13.8805762854028,15.05304386,15.38932005836
0.612046739,0.41352764055396,7.696415902,7.41880085366596,11.26549966,11.2256275755838,13.38034825,13.6173883037253,14.84366462,15.2594270184789
-0.518497213,0.433363937313986,8.080298766,7.79686595623507,11.84388896,11.6825083451688,13.92120065,14.0835236793151,15.3584881,15.7143045641765
3.170534491,2.84484703845895,9.05241574,8.61647373849401,12.06848811,11.8756835129283,13.86832599,13.9697365960177,15.1407191,15.4287010554026
-11.13551259,-9.85515778080428,4.446953579,3.62994760632863,10.14234057,9.61667873354555,12.93781147,12.9986849231317,14.68429031,15.1721377855276
-11.85243,-11.582437377245,5.133377976,4.1863799754544,10.77239172,10.2200161230862,13.4229396,13.4072921500236,15.03925658,15.3779515395528
-2.754097821,-1.89207573830812,6.975267001,6.66303241136781,11.22315419,10.9489242829143,13.491544,13.5231457319256,15.01532473,15.2404034294069
2.83444464,2.39913331324272,9.079349199,8.28288301714456,12.05194745,11.6178528780388,13.83970278,13.7653425991417,15.16337589,15.2637398182307
-8.776055625,-7.9462810818619,5.36529321,4.70917675814682,10.62149762,10.2543576428769,13.2431611,13.3673158607441,14.87409914,15.3604534673759
3.873174867,3.44232274551844,9.154103774,8.79290595106927,12.02908527,11.9368326832605,13.81559959,14.0058173110087,15.09063031,15.470675279773
-8.116842657,-8.62479844409663,4.16645236,2.92064516455329,9.58176427,8.79765123875119,12.43790826,12.3579428037623,14.24148908,14.7458448024923
-3.43863285,-2.21871158437981,7.064719621,6.92546026645029,11.44605847,11.2933339651135,13.73701864,13.8521782265902,15.27419069,15.533057108418
3.499342053,3.50264295572169,8.992666127,9.02088013340572,12.00367623,12.1753280128626,13.87313062,14.2168912466993,15.12931487,15.6461961200857
-4.748548985,-3.74460730922071,6.602844099,6.34199981171337,11.26879019,11.0934913703586,13.78305672,13.857406753808,15.46066304,15.6651579972106
-1.665090119,-0.950411951984931,7.161229653,7.08987935956696,11.25731809,11.4102687003696,13.56651623,14.1073241244088,15.08034325,15.9512582041486
-10.03642699,-9.07045456798044,5.704249329,4.8629501039514,10.94376441,10.4662649009902,13.47601412,13.4905712780903,15.05098203,15.3833031250583
1.164567261,2.21089376464017,7.908464369,8.11618211432953,11.52238424,11.6574388700156,13.68754145,14.0174785019414,15.14032837,15.7028285764285
-5.075502125,-4.72030696206114,6.291049874,5.6925077780489,10.88580667,10.5529651122195,13.24898726,13.367244983931,14.85295641,15.2027743971819
0.940944698,1.90339297934411,8.914525331,8.64279756424038,12.36583747,12.1316583869305,14.28156593,14.2647376140206,15.62834635,15.7037511033023
-1.530127256,-0.0655722965542154,7.417856775,7.78479536387376,11.46859049,11.7599587860987,13.68089331,14.1612930475461,15.12165179,15.7690120876214
-24.86313552,-18.2458873869657,-2.211188071,-1.46435282043255,6.775299979,6.48886499566053,11.13450501,11.1294360747718,13.70322725,14.1703090698129
-9.115018539,-7.2609927513113,5.200978785,5.22850692468313,10.62690059,10.5982295128342,13.30341917,13.5858513019865,14.93297404,15.4887202363142
-5.943088969,-3.75247062245596,6.069155454,6.99166605633067,11.00794958,11.8690827139516,13.59131839,14.6544129855242,15.23590195,16.4560030601233
-3.726139004,-3.79560717853125,6.897209568,6.07768520206117,11.26448934,10.7140469165584,13.57158159,13.406703930766,15.03837381,15.1661365231733
-2.917546834,-5.89477089145113,7.103921587,5.26664980421722,11.2954118,10.4707423505935,13.50348022,13.4823168301175,14.93666681,15.4458616804129
-9.074320056,-7.11752704678188,4.139582373,4.00630705923669,9.993050118,9.74179956455754,13.07182761,13.2407244476739,15.00733082,15.5978559868031
-3.584322064,-2.14066945680675,6.471295039,6.15873279718674,10.89482832,10.2688842815481,13.26372454,12.7224699193397,14.7859864,14.3530117059091
-8.063140607,-7.58116512501986,5.860224588,5.17305105448051,10.90051294,10.5546499279429,13.3979561,13.5229110872641,14.99452857,15.4038776250519
-10.44136009,-8.59298618545316,4.684968957,4.65681444139446,10.33744782,10.2788262521622,13.10016338,13.3876941922783,14.75914405,15.3607155303293
-8.545377096,-7.62253643155751,5.219544738,4.60946284340599,10.49498089,10.1302612363732,13.08744149,13.2740983106121,14.77229043,15.3041333606
-7.823324583,-7.21575416428829,5.208595275,4.53931478109015,10.39653501,10.0164064537603,12.99849414,13.1848536541986,14.68395468,15.2502395397714
-7.063572508,-6.45148802315363,4.743040843,3.93944088937675,9.842692203,9.33628068076529,12.50013415,12.6418400671552,14.32797484,14.8743901205922
-1.676065694,-0.527149956341548,7.541405999,7.39583723101984,11.70325687,11.604401686626,13.9006869,14.2145907418367,15.28071314,15.9916592025352
3.139920147,1.43027221510076,8.738669424,7.57660275317259,11.78260416,11.1903960938573,13.66602669,13.5695248745421,14.95112957,15.2544100081518
0.180690748,0.324941946871947,7.859556986,7.57553641507264,11.46106999,11.3810354417101,13.46826936,13.7254780906049,14.79386386,15.3147707133327
-4.143649515,-2.67144791622492,6.258822658,6.29276588999853,10.81670854,10.7339760032533,13.24573299,13.3857648780086,14.80069282,15.1482541739132
0.462586639,-0.152747733585947,8.351945404,7.59630389508145,11.94153111,11.4679248264089,13.93130182,13.7899704807425,15.25152322,15.3376104414763
1.445137304,2.93526015303352,8.370000064,9.12782881686481,11.81657057,12.4727239433525,13.83820642,14.5670031100276,15.22658533,16.0015852615583
-3.259334325,-1.94056686609905,6.927949313,7.0809192542347,11.28423811,11.6002026967665,13.57688419,14.3145134130415,15.15840669,16.1251977356784
0.284341305,0.996768427797669,7.981032702,7.84140552813449,11.56961137,11.5406547947362,13.60495692,13.857571162665,15.00937848,15.4450002360502
1.22205865,1.54723315358397,8.08498153,7.72355187034062,11.45849064,11.2561671551569,13.42899872,13.5432516814391,14.81178738,15.144802625085
-0.16938877,-0.630178696236444,8.135959502,7.2056017881969,11.88992138,11.2324136020622,13.96591586,13.6845231674863,15.36091542,15.3345501217619
-2.981428105,-1.78035635150917,7.094298456,6.95361310382238,11.40538441,11.2523313731112,13.68978275,13.8101269301806,15.24610884,15.5064835757988
-0.348337938,0.227018970334777,7.822680629,7.6559172641735,11.6546148,11.4867673188881,13.79659304,13.8239374896266,15.18409909,15.3984955574537
-5.079318345,-3.95988703775208,6.07406857,6.09454398965532,10.82015089,10.8625665490685,13.35426431,13.6455163322087,14.92713778,15.4694718848098
-0.469375762,-2.08241700395593,7.903133763,6.41299026809848,11.72496511,10.7114733836346,13.83377223,13.3070405981888,15.22052853,15.0443427726446
-0.186058509,-0.834275776149205,7.458566815,6.82987961438399,11.22000602,11.0511796471638,13.37400456,13.724003194152,14.81615347,15.5683278802637
-0.912307268,-1.1468203048327,7.591106154,6.84829071816427,11.48996096,10.9809900027805,13.63194573,13.50562478394,15.04707907,15.207895679745
-3.046348441,-1.58836386380222,6.57876388,6.75141286389693,10.94959944,11.0315165616576,13.32461731,13.6359647327836,14.85875107,15.3877044281402
-5.797789466,-6.13148325011555,6.210511599,5.45227781117665,10.89220328,10.6529544515469,13.30007246,13.6068835844741,14.81555403,15.5113709421019
-6.863725356,-6.14919948165923,5.877156769,5.40670751830394,10.75285866,10.5840046554219,13.22757754,13.5216615428891,14.78289356,15.4145104140919
-11.68719175,-10.4427893385577,4.252776265,3.86943899043798,10.07722615,9.88127622799011,12.88386518,13.1902947038606,14.59148119,15.284677987108
-11.72511046,-10.3649968060599,3.849274424,3.49066921495598,9.787820448,9.56985175615277,12.69493762,12.9847570026008,14.44689403,15.1720463224315
-10.95910722,-10.9756080311477,4.740477785,4.04089331116129,10.36887398,10.1459571022883,13.08350083,13.4570485444415,14.74068174,15.5349967189026
-1.387033318,-0.946492457332361,7.033949948,6.54983456955901,10.97686095,10.5940123027222,13.17257037,13.1243545814978,14.70246722,14.8568649631547
-8.807554306,-8.32023852778905,5.465042174,4.58873364309846,10.61736474,10.1804541326959,13.17120592,13.3025339119258,14.74986515,15.2951330111309
-5.449405013,-5.3052273989147,6.17632834,5.70893051251127,10.87535701,10.6880462195487,13.29510032,13.5256348082657,14.82350497,15.3587798601297
-4.932820479,-2.95561950789412,6.159788263,6.40337236760464,10.84500733,10.9391971859192,13.26665263,13.6163970250274,14.77489143,15.3831179798629
-7.723452995,-6.11197018585171,3.939106412,3.81417142329004,9.286739718,9.20955249942376,12.1216063,12.5998485373023,13.90223856,14.9276343942251
-7.146642833,-8.33849905341126,5.304879636,4.13029069090025,10.62236911,10.1556121091905,13.38795864,13.7065756119045,15.06038535,16.0477157816049
-2.140946021,-3.03748805064653,7.196776053,5.9443804301389,11.40059896,10.7071679628127,13.70899571,13.6582232288385,15.42412813,15.6661159413278
-7.968063771,-7.59578767328447,3.729910956,3.41206250347899,9.245133441,9.25494348812932,12.31752946,12.8772434169717,14.3431756,15.3427191165432
7.886686807,8.37597906726516,11.02937393,11.5715205258502,12.91375786,13.6451429377576,14.23027933,15.0994574231027,15.29200433,16.1758598955509
-1.763974337,-1.49336101293994,7.056330496,6.80751586925659,11.14034359,11.0834179612574,13.43954809,13.690567495987,14.93433715,15.4463571223185
-7.640926372,-7.28364649266779,4.589367939,4.02952122807442,9.834273041,9.50634518470855,12.59940552,12.7370996340136,14.35720674,14.8683564138475
-5.759015278,-5.8821825616547,6.5217027,5.83091692563221,11.20080137,10.8471517747052,13.62469017,13.6330028008113,15.17689728,15.4054608372758
0.545093292,0.785034743204014,8.416588408,8.06907902336629,11.96074868,11.7958037494454,13.94186641,14.0596965477792,15.25993231,15.5807553013318
-6.540565404,-7.52605902118978,5.897708349,4.39402895792342,10.88016712,9.77462444662895,13.41798626,12.83878131064,14.99757512,14.8174273559216
-2.377093878,-1.88356116866557,7.619629624,7.21654248915421,11.68767926,11.4706819556951,13.81741062,13.9357632303127,15.33676841,15.5442836567508
-9.993337365,-8.68504070806336,5.05265473,4.52056159863721,10.46795024,10.1512974796414,13.1179453,13.2720618302142,14.74440157,15.2552509028801
0.891789992,2.10225317612097,7.878646174,8.17370452470665,11.34280668,11.5704176509798,13.38681662,13.7408517063571,14.78602429,15.2475220698493
-6.161671915,-6.94424415876437,5.323012437,4.30952366819308,10.47395234,10.0871325819391,13.22045926,13.603487973674,14.94099195,15.9688375280184
-41.09170706,-24.9153817431822,-5.50104462,-3.23840218366577,6.444930979,6.16947439927206,11.36240789,11.427056663611,13.80415432,14.7843885583443
-15.26788292,-13.309439869205,1.419439913,0.926784439796172,8.409239575,8.07094302412977,11.89478596,12.3658247697593,13.98455267,15.2325654488286
-4.531808867,-4.63419179857165,6.251534326,5.84673161331813,10.88084504,10.7367482959401,13.38043994,13.567494929826,15.00947242,15.4135105609224
-6.143108994,-4.83652893951971,4.429327266,4.1221872269992,9.611562656,9.22263686861717,12.51370025,12.5156820668863,14.4193346,14.817426748142
-5.559629209,-3.2841185218036,5.885144321,5.77318336769415,10.70848072,10.6332036287544,13.18132025,13.6646995194477,14.74755258,15.7362184129566
1.250907059,1.52978468258064,8.081990264,7.85436371076176,11.52931524,11.428739769254,13.53640276,13.7264023201658,14.90064239,15.3277409242297
-0.842614869,-0.68994176201182,7.267840465,6.76412282199176,11.06162908,10.7858316619895,13.21194303,13.3022468582633,14.65076476,15.0252683751035
-7.215811186,-5.04489748731264,3.97357673,4.15613500477257,9.389625031,9.34261858436442,12.39381063,12.6714372730455,14.35200393,14.9890539788768
