T1_true,T1_pred,T2_true,T2_pred,T3_true,T3_pred,T4_true,T4_pred,T5_true,T5_pred
6.623408901,-8.45988112,9.864458811,-2.413134802,11.95163704,1.784247834,13.49486205,4.868144422,14.79912344,7.229749582
8.177072139,6.989284973,11.15316957,10.36197033,12.97977677,12.57616743,14.22230161,14.14128429,15.18198479,15.30624385
1.87765507,1.143993311,8.895470283,8.00150422,12.1500671,11.58940668,14.01247494,13.79593569,15.27878911,15.29007163
2.984240136,7.360611429,8.400737704,10.76191731,11.48702575,12.97548191,13.41747433,14.53096928,14.78666819,15.68386527
-1.748804273,-2.511874807,7.028880942,5.805688814,11.08171858,10.4249475,13.35130285,13.36388271,14.89119534,15.3982604
-2.943804253,-1.692099585,6.216318261,6.24760553,10.52296223,10.50664761,12.89961169,13.16282818,14.45266923,14.97768503
0.701828368,0.155893005,8.059700439,7.466954385,11.63016396,11.282534,13.71455698,13.62581228,15.17131994,15.21114013
-8.366699428,-8.115627332,5.662244654,5.159867244,10.83904085,10.60805522,13.39645381,13.57533717,14.96583142,15.44201406
1.072566019,-0.096407883,8.811534881,7.754790361,12.17573926,11.61086581,14.0555617,13.90273172,15.3126081,15.42167788
-2.892530767,-0.916189947,6.417424524,6.950214582,10.62515963,11.15477668,12.95545407,13.77163564,14.50957731,15.55727892
-2.186015064,0.000923201,7.885010053,8.13489882,11.93311971,12.04933649,13.95605181,14.35136714,15.29763769,15.86709826
3.323742546,1.686070252,9.242418167,7.940918972,12.19248723,11.39334844,13.94200717,13.58205626,15.17289091,15.0935518
-10.66143899,-10.57312663,5.509801876,4.504948223,10.84915297,10.396967,13.40271274,13.53751644,14.99388859,15.48909696
-10.82141336,-10.15109538,5.035146543,4.612723582,10.6287337,10.45438237,13.31678771,13.58495956,14.92657829,15.53629436
-5.226470539,-3.940153388,5.819770866,5.832716188,10.54933288,10.58773143,13.02998422,13.4000393,14.59909241,15.25824797
-3.892235527,-3.778304092,6.263360072,5.787010127,10.72996828,10.46384482,13.14031856,13.23697527,14.70200089,15.0721924
-4.092534572,-4.791674008,6.173581686,4.961384559,10.70263294,9.887171555,13.12542427,12.85860421,14.72215491,14.84624649
